40943
00260881	0
00260622	1
01332730	2
03122748	3
06066555	4
00645415	5
09322930	6
09360122	7
07193596	8
00784342	9
01768969	10
02636811	11
01455754	12
01974062	13
07554856	14
07553301	15
00057306	16
00056912	17
10341660	18
02661252	19
13219258	20
13167078	21
01698271	22
01754576	23
10499355	24
10083823	25
02103406	26
02084071	27
07190941	28
07185325	29
12090318	30
12093769	31
12213635	32
12214245	33
02651424	34
02672371	35
10668450	36
10525134	37
01837746	38
01342529	39
04692908	40
01259005	41
00848169	42
06719579	43
10483138	44
00968211	45
03631445	46
01521603	47
08135342	48
08123167	49
12219065	50
13112664	51
00257269	52
00230746	53
04216634	54
01460029	55
07306252	56
01810447	57
02261757	58
02261419	59
08730550	60
09733899	61
04085873	62
01271658	63
04337740	64
01410223	65
03522863	66
03091374	67
01781478	68
04826771	69
12418065	70
11561228	71
05034989	72
06037666	73
09617161	74
06694149	75
12319687	76
12321077	77
09809749	78
10317007	79
11647131	80
11554175	81
12493208	82
12493426	83
12526178	84
12205694	85
01634424	86
01634142	87
00692329	88
00690614	89
02282082	90
04388743	91
00561714	92
01157517	93
06329313	94
00060477	95
10065066	96
06159473	97
13425637	98
00524299	99
02519183	100
02518161	101
00729108	102
00602805	103
06718862	104
09716439	105
12108742	106
11744859	107
00845909	108
10009671	109
07439284	110
01901783	111
09275473	112
09012297	113
03619396	114
02339413	115
00226566	116
00374224	117
07762244	118
07705931	119
08969798	120
08524735	121
01024190	122
06333653	123
09959387	124
09774783	125
12191587	126
13109733	127
07047804	128
07020895	129
13820655	130
13819207	131
08929922	132
13753430	133
00452512	134
01695567	135
03376595	136
04119892	137
13624873	138
13616054	139
10640620	140
01428853	141
00680485	142
06211078	143
10688356	144
06248968	145
09795124	146
09875786	147
09754051	148
00245289	149
06162979	150
05726596	151
04560113	152
01456463	153
03044934	154
07933799	155
07933274	156
13477023	157
00545557	158
12545232	159
13118707	160
14323683	161
02121511	162
02349212	163
13929852	164
00242003	165
00346537	166
01146039	167
01145359	168
02497824	169
01185611	170
03813704	171
08199025	172
04060647	173
02107248	174
15101586	175
02761685	176
06158185	177
06153846	178
10512562	179
01098452	180
12834408	181
12834671	182
12850718	183
11579418	184
00244625	185
03087366	186
03003928	187
08703454	188
00268112	189
00267522	190
07825972	191
07810907	192
09189411	193
08759420	194
03955296	195
01249490	196
08081403	197
08208560	198
01718867	199
00612114	200
01684899	201
00936620	202
00820976	203
01015244	204
00689729	205
00671351	206
10056103	207
00164816	208
07414922	209
02248465	210
00082563	211
00612160	212
07803545	213
07802417	214
00634472	215
05651680	216
06488880	217
06481320	218
00972621	219
00955060	220
00631391	221
01878466	222
02461014	223
02461128	224
06150633	225
06149484	226
04764412	227
04723816	228
07139151	229
07172756	230
14659211	231
02691156	232
02062212	233
00290276	234
02469588	235
04191150	236
04521987	237
00438495	238
00126264	239
00613973	240
06182144	241
07117472	242
07115914	243
01783571	244
01783706	245
04792357	246
00051045	247
11915214	248
11669921	249
15165289	250
15113229	251
00939277	252
06743362	253
01182654	254
02582042	255
10987358	256
10043643	257
08806897	258
09716933	259
01049266	260
02158896	261
00829170	262
00828990	263
02423465	264
01864707	265
09279458	266
00002684	267
06284225	268
00455348	269
00230276	270
08900535	271
09303647	272
00628491	273
05786372	274
02444662	275
13994806	276
11873396	277
11575425	278
14720238	279
14716997	280
00430140	281
00747029	282
12145802	283
11556857	284
08656590	285
08191701	286
02116980	287
02116118	288
05551318	289
00015388	290
12508936	291
11585340	292
01769902	293
01282014	294
02198332	295
01759182	296
01014609	297
01013367	298
00595146	299
00586262	300
13345286	301
13344804	302
00803394	303
00246217	304
13651804	305
13603305	306
04063373	307
00998399	308
00509846	309
00428000	310
02460483	311
02649830	312
00094460	313
00041899	314
03022406	315
14620895	316
03599761	317
04007894	318
05768806	319
01637633	320
00594146	321
00892861	322
00833199	323
00831651	324
02026785	325
05115804	326
14175579	327
14133159	328
01041762	329
05978623	330
10777299	331
00915830	332
10118382	333
00605310	334
01532329	335
01531998	336
01158064	337
09918248	338
10373998	339
15267536	340
15266911	341
14493426	342
14493145	343
00946499	344
02034300	345
01907258	346
03045074	347
02926044	348
03771443	349
02038617	350
01504437	351
07121361	352
00914634	353
02121234	354
02124623	355
07921615	356
07921455	357
01912893	358
04545471	359
10153155	360
09867956	361
08236621	362
08236438	363
05484573	364
05329735	365
09381242	366
09416076	367
14023491	368
09793495	369
00622384	370
07510495	371
02679899	372
14578940	373
00562882	374
13498828	375
00400883	376
07357679	377
01107254	378
01105639	379
05045208	380
05044822	381
03110322	382
00002325	383
00449692	384
00395797	385
05623628	386
05623181	387
00303495	388
00302394	389
01778212	390
04760771	391
00931555	392
00604617	393
00284669	394
03789603	395
00338821	396
00939628	397
03285912	398
01580467	399
01589363	400
13911872	401
01121855	402
01120448	403
06600684	404
00780575	405
05301908	406
05305806	407
01610758	408
01610955	409
07416441	410
07296428	411
00813978	412
00943563	413
01610463	414
00708017	415
09726970	416
09726621	417
09968845	418
09774266	419
00996102	420
06428792	421
